"SS15, Subang Jaya","subang-jaya","142, Ss 15/7, 47500 Subang Jaya, Selangor, Malaysia","   500      ","2019-09-12","12 Sep 2019","11","BOZBMNAN"
"SS15, Subang Jaya","subang-jaya","Jalan SS 15/4, Ss 15, 47500 Subang Jaya, Selangor, Malaysia","   570      ","2019-09-12","06 Sep 2019","11","KCHYAMDD"
"SS12, Subang Jaya","subang-jaya","Jalan SS 12/2E, Ss 12, 47500 Subang Jaya, Selangor, Malaysia","   450      ","2019-09-12","12 Sep 2019","11","PEAWIVFM"
"SS14, Subang Jaya","subang-jaya","Ss 14, 47500 Subang Jaya, Selangor, Malaysia","   450      ","2019-09-12","12 Sep 2019","11","IERTLQQM"
"USJ 8, UEP Subang Jaya","subang-jaya","SJ 726 USJ 8, Jalan Kewajipan, Usj 8, 47610 Subang Jaya, Selangor, Malaysia","   550      ","2019-09-12","12 Sep 2019","11","LSRFLOPN"
"Saujana Residency, Subang Jaya","subang-jaya","Jalan SS 16/1, Ss 16, 47500 Subang Jaya, Selangor, Malaysia","   5,500      ","2019-09-12","07 Sep 2019","11","KJEVCUOA"
"SS12, Subang Jaya","subang-jaya","Jalan SS 12/1c, Ss 12, 47500 Subang Jaya, Selangor, Malaysia","   700      ","2019-09-12","12 Sep 2019","11","ZWIDMJZA"
"The Edge Residen, Subang Jaya","subang-jaya","Persiaran Subang Indah, Taman Subang Mewah, 47500 Subang Jaya, Selangor, Malaysia","   800      ","2019-09-12","09 Sep 2019","11","PTWGNRLM"
"SUBANG JAYA, FULL FURNISH +AIRCOND +WIFI +LRT USJ Taipan Main Place OneCity","subang-jaya","Subang Jaya","   700      ","2019-09-12","12 Sep 2019","11","VVRDJBQO"
"Impian Meridian, UEP Subang Jaya","subang-jaya","Impian Meridian, 47500 Subang Jaya, Selangor, Malaysia","   1,200      ","2019-09-12","12 Sep 2019","11","KBZQCGKY"
"The Edge Residen, Subang Jaya","subang-jaya","Persiaran Subang Indah, Taman Subang Mewah, 47500 Subang Jaya, Selangor, Malaysia","   950      ","2019-09-12","12 Sep 2019","11","SPCLOASN"
"USJ 13, UEP Subang Jaya","subang-jaya","Jalan USJ 13/1G, Usj 13, 47630 Subang Jaya, Selangor, Malaysia","   550      ","2019-09-12","03 Sep 2019","11","SNXOGFVV"
"Premium Master Bedroom- Kingsley Hill-Putra Height ( 2 pax Shared Room)","subang-jaya","47, jln kingsley 1, subang jaya","   650      ","2019-09-12","12 Sep 2019","11","FPSVPREV"
"You One, UEP Subang Jaya","subang-jaya","Jalan SS 13/1k, Subang Light Industrial Park, 47500 Subang Jaya, Selangor, Malaysia","   2,200      ","2019-09-12","06 Sep 2019","11","PHHOBRXV"
"USJ 8, UEP Subang Jaya","subang-jaya","SJ 726 USJ 8, Jalan Kewajipan, Usj 8, 47610 Subang Jaya, Selangor, Malaysia","   400      ","2019-09-12","04 Sep 2019","11","EBXYPQEJ"
"USJ 2, UEP Subang Jaya","subang-jaya","Jalan USJ 2/4s, Usj 2, 47600 Subang Jaya, Selangor, Malaysia","   500      ","2019-09-12","09 Sep 2019","11","HDCNOEFT"
"USJ 2, UEP Subang Jaya","subang-jaya","Jalan USJ 2/4F, Usj 2, 47600 Subang Jaya, Selangor, Malaysia","   480      ","2019-09-12","12 Sep 2019","11","FLUOXROO"
