"Single Room at M Condominium, Johor Bahru","johor","M Condominium, Johor Bahru","RM 580.00","2019-06-24","24/06/2019","7","7416373"
"Single Room at Austin Duta, Johor Bahru","johor","Austin Duta, Johor Bahru","RM 600.00","2019-06-24","24/06/2019","7","7415998"
"Impian Senibong Residensi - Single Room for Rent","johor","Permas Jaya, Johor Bahru","RM 500.00","2019-06-24","24/06/2019","7","7414945"
"Middle Room at Kota Masai, Pasir Gudang","johor","Kota Masai, Pasir Gudang","RM 550.00","2019-06-24","24/06/2019","7","7416037"
"Master Room at 1Tebrau, Johor Bahru","johor","1Tebrau, Johor Bahru","RM 1100.00","2019-06-24","24/06/2019","7","7368389"
"Single Room at Larkin Utama, Johor Bahru","johor","Larkin Utama, Johor Bahru","RM 300.00","2019-06-24","24/06/2019","7","7348616"
"Sewa bilik - Berhampiran HSA & KPJ, Pusat Bandar, Tmn Pelangi, Tebrau & Larkin","johor","Johor Bahru, Johor","RM 270.00","2019-06-24","24/06/2019","7","7110363"
"Master Room with Air conditioning at Pulai View","johor","Skudai, Johor Bahru","RM 650.00","2019-06-24","24/06/2019","7","7415688"
"Single Room with Balcony [Includes Utilities] at Bukit Indah, Iskandar Puteri, Nusajaya","johor","Bukit Indah, Iskandar Puteri","RM 600.00","2019-06-24","24/06/2019","7","7376723"
"Master Room with Private Balcony at 1Tebrau, Johor Bahru","johor","1Tebrau, Johor Bahru","RM 950.00","2019-06-24","24/06/2019","7","7377066"
"Master Room at Taman Rinting, Pasir Gudang","johor","Taman Rinting, Pasir Gudang","RM 250.00","2019-06-24","24/06/2019","7","7416360"
"Single Room at Taman Universiti, Skudai","johor","Taman Universiti, Skudai","RM 260.00","2019-06-24","24/06/2019","7","7416207"
"Single Room at Taman Mount Austin, Tebrau","johor","Taman Mount Austin, Tebrau","RM 550.00","2019-06-24","24/06/2019","7","7415913"
"Middle Room at Taman Rinting, Pasir Gudang","johor","Taman Rinting, Pasir Gudang","RM 250.00","2019-06-24","24/06/2019","7","7416127"
"Single Room at Taman Mount Austin, Tebrau","johor","Taman Mount Austin, Tebrau","RM 550.00","2019-06-24","24/06/2019","7","7415915"
"Master Room at Bukit Indah [Includes Utilities]","johor","Nusajaya, Johor Bahru","RM 900.00","2019-06-24","24/06/2019","7","7384500"
"Designer Master Room at Horizon Hills, Iskandar Puteri [Includes Utilities]","johor","Iskandar Puteri, Johor Bahru","RM 880.00","2019-06-24","24/06/2019","7","7384508"
"Single Room at Taman Perling, Iskandar Puteri (Near Bukit Indah, Utilities Included)","johor","Taman Perling, Iskandar Puteri","RM 320.00","2019-06-24","24/06/2019","7","7415822"
"Fully Furnished Rooms in Permas Jaya, Johor (20min to CIQ SG)","johor","Permas Jaya, Johor Bahru","RM 700.00","2019-06-24","24/06/2019","7","7404514"
"Rooms Near HSNI Batu Pahat For Rent.","johor","Batu Pahat, Johor","RM 600.00","2019-06-24","24/06/2019","7","7416273"
"Master Room at Sky Habitat, Johor Bahru","johor","Sky Habitat, Johor Bahru","RM 1000.00","2019-06-24","24/06/2019","7","7415736"
"Master Room at Taman Desa Tebrau, Johor Bahru (Near HSI, Ikea, Jusco, Toppen Mall)","johor","Taman Desa Tebrau, Johor Bahru","RM 600.00","2019-06-24","24/06/2019","7","7415718"
"Master Room at Johor Bahru, Johor","johor","Johor Bahru, Johor","RM 600.00","2019-06-24","24/06/2019","7","7415988"
"Suite at Taman Nusa Bestari 2, Iskandar Puteri","johor","Taman Nusa Bestari 2, Iskandar Puteri","RM 1600.00","2019-06-24","24/06/2019","7","7415077"
"Single Room at Taman Stulang Laut, Johor Bahru","johor","Taman Stulang Laut, Johor Bahru","RM 300.00","2019-06-24","24/06/2019","7","7416003"
"Single Room at Nusa Bayu, Iskandar Puteri","johor","Nusa Bayu, Iskandar Puteri","RM 300.00","2019-06-24","24/06/2019","7","7415706"
"Master Room at Johor Bahru, Johor","johor","Taman Kolam Air, Johor Bahru","RM 600.00","2019-06-24","24/06/2019","7","7379294"
"Middle Room at Taman Pasir Putih, Pasir Gudang","johor","Taman Pasir Putih, Pasir Gudang","RM 250.00","2019-06-24","24/06/2019","7","7415870"
"Middle Room at Taman Desa Tebrau, Johor Bahru (Near HSI, Ikea, Jusco, Toppen Shopping Mall)","johor","Taman Desa Tebrau, Johor Bahru","RM 450.00","2019-06-24","24/06/2019","7","7415759"
"Middle Room at Taman Nusa Bestari 2, Iskandar Puteri (Near Bukit Indah, fully furnished)","johor","Taman Nusa Bestari 2, Iskandar Puteri","RM 350.00","2019-06-24","24/06/2019","7","7415814"
"Middle Room at Seasons Luxury Apartments, Johor Bahru","johor","Seasons Luxury Apartments, Johor Bahru","RM 750.00","2019-06-24","24/06/2019","7","7415739"
"Bukit Indah (Johor Bahru) Middle Room for RENT, Gated & Guarded","johor","Bukit Indah, Johor Bahru","RM 550.00","2019-06-24","24/06/2019","7","7415935"
"Middle Room at Seasons Luxury Apartments, Johor Bahru","johor","Seasons Luxury Apartments, Johor Bahru","RM 750.00","2019-06-24","24/06/2019","7","7415933"
"Middle Room at Bukit Indah, Johor Bahru","johor","Bukit Indah, Johor Bahru","RM 850.00","2019-06-24","24/06/2019","7","7415994"
"Single Room at Sky Habitat, Johor Bahru","johor","Sky Habitat, Johor Bahru","RM 650.00","2019-06-24","24/06/2019","7","7415738"
"Master Room at Taman Johor, Johor Bahru","johor","Taman Johor, Johor Bahru","RM 1400.00","2019-06-24","24/06/2019","7","7416175"
"Middle Room at SuriaMas Suites, Johor Bahru","johor","SuriaMas Suites, Johor Bahru","RM 650.00","2019-06-24","24/06/2019","7","7415745"
"Middle Room at SuriaMas Suites, Johor Bahru","johor","SuriaMas Suites, Johor Bahru","RM 250.00","2019-06-24","21/06/2019","7","7415509"
"Single Room at Muar, Johor","johor","Muar, Johor","RM 400.00","2019-06-24","21/06/2019","7","7348672"
"Master Room at Taman Ungku Tun Aminah, Skudai","johor","Taman Ungku Tun Aminah, Skudai","RM 650.00","2019-06-24","21/06/2019","7","7415258"
