"Urban 360, Gombak","gombak","Urban 360, Jalan Makmur, Off Lebuh Utama, Sri Gombak, 68100 Gombak, Selangor","   1,980      ","2019-09-05","04 Sep 2019","11","XDSBKVQE"
"M3 Residency, Gombak","gombak","Jalan Madrasah, Gombak Setia, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","   290      ","2019-09-05","04 Sep 2019","11","UMTNDEHD"
"Kuala Lumpur Traders Square","gombak","Jalan Gombak Setapak","   2,000      ","2019-09-05","26 Aug 2019","11","CAFWJTYI"
"M3 Residency, Gombak","gombak","Jalan Madrasah, Gombak Setia, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","   559      ","2019-09-05","04 Sep 2019","11","AEEWAROY"
"KL Traders Square, Kuala Lumpur","gombak","Jalan Gombak, Kampung Kuantan, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","   450      ","2019-09-05","03 Sep 2019","11","UESTVRGV"
"Platinum Hill PV6, Setapak","gombak","Jalan Melati Utama","   1,800      ","2019-09-05","27 Aug 2019","11","JEGSAWXZ"
"Kenari Apartment","gombak","7-0-2 Kenari Apartment Taman Melati Kl","   1,500      ","2019-09-05","01 Sep 2019","11","FVYNYGOG"
