"Cybejaya ,Cyberia Smarthomes, Block D Unit D-42-B","cyberjaya","Cyberjaya","   1,500      ","2019-09-06","30 Jul 2019","39","NILIBYAS"
"Verdi Eco-dominiums, Cyberjaya","cyberjaya","Jalan Fauna, Selangor, 63000 Cyberjaya, Malaysia","   1,600      ","2019-09-06","21 Aug 2019","39","EVDLAYEY"
"Ceria Residences, Cyberjaya","cyberjaya","Jalan Ceria 1E, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,600      ","2019-09-06","12 Aug 2019","39","ZNDXYJSI"
"ceria residence cyberjaya","cyberjaya","cyberjaya","   1,700      ","2019-09-06","08 Aug 2019","39","SBLYQLCJ"
"Cyberia SmartHomes, Cyberjaya","cyberjaya","Bomba Emergency Ln, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   400      ","2019-09-06","05 Sep 2019","39","HEFFAAQU"
"D'pulze, Cyberjaya","cyberjaya","D'pulze, Persiaran Multimedia, 63000 Cyberjaya, Selangor","   1,600      ","2019-09-06","12 Aug 2019","39","TUBANYPR"
"Cyberia SmartHomes, Cyberjaya","cyberjaya","Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   450      ","2019-09-06","17 Aug 2019","39","WSSOJOZB"
"Ceria Residences, Cyberjaya","cyberjaya","Jalan Ceria 1E, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,750      ","2019-09-06","21 Aug 2019","39","OLRNXQAI"
"Mutiara Ville, Cyberjaya","cyberjaya","Mutiara Ville Cyberjaya, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,700      ","2019-09-06","01 Sep 2019","39","VXGNBFTY"
"Mutiara Ville, Cyberjaya","cyberjaya","Mutiara Ville Cyberjaya, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,500      ","2019-09-06","01 Sep 2019","39","QLPFVLST"
"D'Melor, Cyberjaya","cyberjaya","SP 79 Cyberia Crescent Condominium, Persiaran Ceria, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   4,000      ","2019-09-06","28 Aug 2019","39","PJSVORDT"
"SKYPARK @ Cyberjaya","cyberjaya","Persiaran APEC, Cyberjaya","   1,500      ","2019-09-06","01 Sep 2019","39","ESXRCJUJ"
"Kenwingston Square Garden, Cyberjaya","cyberjaya","Persiaran Bestari, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,900      ","2019-09-06","01 Sep 2019","39","BGMFTSTO"
"Mutiara Ville, Cyberjaya","cyberjaya","Mutiara Ville Cyberjaya, Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,500      ","2019-09-06","02 Sep 2019","39","CUPRWOFB"
"Paragon, Cyberjaya","cyberjaya","Persiaran Bestari, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,100      ","2019-09-06","06 Sep 2019","39","FTDCVLWA"
"Cyberia SmartHomes, Cyberjaya","cyberjaya","Bomba Emergency Ln, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   290      ","2019-09-06","30 Aug 2019","39","QFSDEHDL"
"Sky Park, Cyberjaya","cyberjaya","Jalan Teknokrat 1, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,499      ","2019-09-06","31 Aug 2019","39","YSJDVNFQ"
"Serin Residency, Cyberjaya","cyberjaya","Jalan Fauna 1, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   1,700      ","2019-09-06","17 Aug 2019","39","GZLSMUDG"
"Centrus SoHo 1, Cyberjaya","cyberjaya","Lingkaran Cyber Point Timur, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia","   2,300      ","2019-09-06","01 Sep 2019","39","HAWDEPCB"
"Laman View, Cyberjaya","cyberjaya","JALAN LV8, LAMAN VIEW, CYBERJAYA","   2,000      ","2019-09-06","23 Aug 2019","39","HKWDMVZG"
