"Middle Room at Taman Pasir Putih, Pasir Gudang","johor","Taman Pasir Putih, Pasir Gudang","RM 320.00","2019-08-09","08/08/2019","7","7435551"
"Bilik utk disewa taman rinting, Masai, Johor","johor","Taman Rinting, Pasir Gudang","RM 200.00","2019-08-09","08/08/2019","7","7056837"
"Room Rental 12?? ?? ???/CIQ?NO agent fee ??????????","johor","Skysuites @ Meldrum Hills, Johor Bahru","RM 800.00","2019-08-09","08/08/2019","7","7435046"
"Middle Room at Nusajaya, Johor Bahru","johor","Nusajaya, Johor Bahru","RM 680.00","2019-08-09","08/08/2019","7","7435471"
"Middle Room at Nusa Bayu, Iskandar Puteri","johor","Nusa Bayu, Iskandar Puteri","RM 550.00","2019-08-09","08/08/2019","7","7435437"
"Middle Room at Bukit Indah, Iskandar Puteri","johor","Bukit Indah, Iskandar Puteri","RM 650.00","2019-08-09","08/08/2019","7","7435238"
"Room at JB (Tmn Sri Setanggi) 10 mins drive to CIQ","johor","Johor Bahru, Johor","RM 450.00","2019-08-09","08/08/2019","7","7402637"
"Middle Room at Midori Green Austin Height, Johor Bahru","johor","Midori Green Austin Height, Johor Bahru","RM 750.00","2019-08-09","08/08/2019","7","7435343"
"Middle Room at Taman Universiti, Skudai","johor","Taman Universiti, Skudai","RM 270.00","2019-08-09","08/08/2019","7","7435333"
"Single Room at Bukit Indah,jalan indah 10, Johor Bahru","johor","Bukit Indah, Johor Bahru","RM 500.00","2019-08-09","08/08/2019","7","7434330"
"Single Room Near Bukit Indah at Taman Perling, Iskandar Puteri (Free WiFi, utility included)","johor","Taman Perling, Iskandar Puteri","RM 350.00","2019-08-09","08/08/2019","7","7435253"
"Single Room at Taman Mount Austin, Tebrau","johor","Taman Mount Austin, Tebrau","RM 500.00","2019-08-09","08/08/2019","7","7435202"
"Middle Room at Bukit Indah, Johor Bahru (FREE WIFI, air cond)","johor","Bukit Indah, Johor Bahru","RM 400.00","2019-08-09","08/08/2019","7","7435251"
"Room for rent in Kempas Utama/Setia Tropika/Kempas (Chinese Female Only)-En suite bathroom","johor","Johor Bahru, Johor","RM 500.00","2019-08-09","07/08/2019","7","7434742"
"Middle Room at Setia Tropika, Johor Bahru","johor","Setia Tropika, Johor Bahru","RM 600.00","2019-08-09","07/08/2019","7","7435106"
"Master room at Johor Bukit Indah Condo D'Inspire","johor","Johor Bahru, Johor","RM 850.00","2019-08-09","07/08/2019","7","7432490"
"Middle Room at Condo D'Inspire Bukit Indah,Johor","johor","Johor Bahru, Johor","RM 700.00","2019-08-09","07/08/2019","7","7432567"
"Middle Room at Citywoods Condo, Johor Bahru","johor","Danga Bay, Johor Bahru","RM 650.00","2019-08-09","07/08/2019","7","7435048"
"Middle Room at Eco Botanic, Iskandar Puteri","johor","Eco Botanic, Iskandar Puteri","RM 600.00","2019-08-09","07/08/2019","7","7435038"
"Single Room at Tropez Residences, Danga Bay","johor","Tropez Residences, Danga Bay","RM 700.00","2019-08-09","07/08/2019","7","7434127"
"For Ladies! Skysuites 12 mins walk to CIQ. Free utilities and Wifi. No agent fee. Not living with owner.","johor","Johor Bahru, Johor","RM 800.00","2019-08-09","07/08/2019","7","7434665"
"Common room with private bathroom fully-furnished @ Horizon Hills","johor","Iskandar Puteri, Johor Bahru","RM 650.00","2019-08-09","07/08/2019","7","7434845"
"Middle Room at Johor Bahru, Johor","johor","Johor Bahru, Johor","RM 370.00","2019-08-09","07/08/2019","7","7434410"
"Fully Furnished Middle Room at Nusa Duta, Bukit Indah","johor","Nusa Duta, Iskandar Puteri","RM 680.00","2019-08-09","07/08/2019","7","7434908"
"M Condominium @ Larkin Johor Bahru Single Room","johor","Johor Bahru, Johor","RM 500.00","2019-08-09","07/08/2019","7","7400429"
"Middle Room at Taman Kempas Utama, Johor Bahru","johor","Taman Kempas, Johor Bahru","RM 500.00","2019-08-09","07/08/2019","7","7381711"
"Middle Room at Taman Universiti, Skudai","johor","Taman Universiti, Skudai","RM 390.00","2019-08-09","07/08/2019","7","7375940"
"Middle Room Near Bukit Indah at Taman Nusa Bestari 2, Iskandar Puteri (Air Cond)","johor","Taman Nusa Bestari 2, Iskandar Puteri","RM 350.00","2019-08-09","07/08/2019","7","7434814"
"Middle Room at Larkin Heights, Johor Bahru","johor","Larkin Heights, Johor Bahru","RM 650.00","2019-08-09","07/08/2019","7","7434515"
"Single Room at Setia Tropika, Johor Bahru","johor","Setia Tropika, Johor Bahru","RM 500.00","2019-08-09","07/08/2019","7","7434380"
"Private Aircond Room at Skudai, Johor Bahru","johor","Skudai, Johor Bahru","RM 500.00","2019-08-09","06/08/2019","7","7434217"
"Master Room at Nusa Idaman, Iskandar Puteri","johor","Johor Bahru, Johor","RM 950.00","2019-08-09","06/08/2019","7","7433358"
"Middle Room at Bukit Indah, Johor Bahru","johor","Bukit Indah, Johor Bahru","RM 600.00","2019-08-09","06/08/2019","7","7434337"
"Single Room for rent Johor Bahru","johor","Bukit Indah, Johor Bahru","RM 550.00","2019-08-09","06/08/2019","7","7434226"
"Fully Furnished common Room @ Bukit Indah 19/1A","johor","Johor Bahru, Johor","RM 750.00","2019-08-09","06/08/2019","7","7433260"
"Fully Furnished Middle Room at D'Rich Condo @Bukit Indah Nusa Duta","johor","D'Rich @ Nusa Duta, Iskandar Puteri","RM 650.00","2019-08-09","06/08/2019","7","7434165"
"Master Room at Taman Tampoi, Johor Bahru","johor","Taman Tampoi, Johor Bahru","RM 530.00","2019-08-09","06/08/2019","7","7375265"
"Berhampiran HSA & KPJ, Pusat Bandar, Tmn Pelangi, Tebrau & Larkin","johor","Johor Bahru, Johor","RM 300.00","2019-08-09","06/08/2019","7","7110363"
"Setia Tropika (G&G) l Aircon l WIFI l Private Bathroom","johor","Johor Bahru, Johor","RM 550.00","2019-08-09","06/08/2019","7","7434342"
"Studio at Puteri Harbour, Iskandar Puteri, Johor Bahru","johor","Puteri Harbour, Iskandar Puteri","RM 1300.00","2019-08-09","06/08/2019","7","7433856"
"Master Room at Bandar Seri Alam, Pasir Gudang","johor","Bandar Seri Alam, Pasir Gudang","RM 220.00","2019-08-09","06/08/2019","7","7434207"
"Single Room at Taman Scientex, Pasir Gudang","johor","Taman Scientex, Pasir Gudang","RM 300.00","2019-08-09","06/08/2019","7","7434119"
